iter	Logloss
844	0.1321590062
845	0.1320739574
846	0.13201115
847	0.1318795121
848	0.1318017969
849	0.1317154318
850	0.1316275343
851	0.1314992754
852	0.1314306689
853	0.131286527
854	0.1310997339
855	0.130937598
856	0.1308357133
857	0.1307255038
858	0.1306526165
859	0.1304954341
860	0.130389667
861	0.1302024509
862	0.1300917018
863	0.1300148142
864	0.1299518178
865	0.1298884834
866	0.1297924427
867	0.1296605997
868	0.1295698601
869	0.1293935881
870	0.1292992321
871	0.1291745017
872	0.1290609672
873	0.1289342171
874	0.1287930957
875	0.1286909755
876	0.1285888187
877	0.1284248579
878	0.1283729776
879	0.1283102554
880	0.1281342437
881	0.1279996244
882	0.1279207345
883	0.1278214995
884	0.1277456959
885	0.1276231366
886	0.1274104218
887	0.1271938865
888	0.1270631682
889	0.1267944496
890	0.126670564
891	0.1265937834
892	0.1264611446
893	0.1263661981
894	0.1262424448
895	0.1260102993
896	0.125862545
897	0.1257443707
898	0.1256896444
899	0.1256341278
900	0.1254937404
901	0.1253914115
902	0.12532378
903	0.1250794497
904	0.1249728661
905	0.1248751338
906	0.1247802531
907	0.1246860446
908	0.124597388
909	0.1245384913
910	0.124382375
911	0.1242164543
912	0.1240817807
913	0.1240088841
914	0.1238793871
915	0.1237265848
916	0.1235990908
917	0.123398336
918	0.1232465811
919	0.1230824106
920	0.1229929426
921	0.1229061285
922	0.1227778708
923	0.1226644787
924	0.1226014125
925	0.1224240585
926	0.1222941046
927	0.1222174127
928	0.1221524621
929	0.1220418243
930	0.1218896339
931	0.1218015911
932	0.1216391908
933	0.1215439375
934	0.1214699497
935	0.1213016253
936	0.1211920001
937	0.121129427
938	0.1210034322
939	0.120886711
940	0.1207930148
941	0.1207134282
942	0.1205990568
943	0.1205025989
944	0.1204627538
945	0.120397844
946	0.1202652832
947	0.1201695683
948	0.1200908312
949	0.1200512687
950	0.1199295403
951	0.1198397358
952	0.119746473
953	0.1196695065
954	0.1195683326
955	0.1194144522
956	0.1192269458
957	0.1191452963
958	0.1190729299
959	0.1189198039
960	0.1188380563
961	0.1187138512
962	0.1186281087
963	0.1185317247
964	0.1184138447
965	0.1183736715
966	0.1182622618
967	0.1181962175
968	0.1180655199
969	0.1179120148
970	0.1178525518
971	0.1176997539
972	0.1176029172
973	0.1175200812
974	0.1174131354
975	0.117337536
976	0.1172327855
977	0.1171571046
978	0.1170752449
979	0.1169948547
980	0.1168943728
981	0.1168306081
982	0.1167446763
983	0.1166833877
984	0.1165993739
985	0.1165054621
986	0.1164524516
987	0.1163255222
988	0.1162427031
989	0.1161415417
990	0.1160782837
991	0.1160117646
992	0.115962252
993	0.1159108607
994	0.1157449959
995	0.1156748224
996	0.1155988331
997	0.1155013901
998	0.115378434
999	0.1153321466
